PDB_ID,Resolution,Year,Ki,Measurement,Is_Ki
4ei4,2.22,2012,8.74,Ki=1.8nM,True
4gii,2.31,2013,8.74,Ki=1.8nM,True
5vkc,2.31,2017,8.74,Ki=1.8nM,True
6o94,1.98,2019,8.74,Ki=1.8nM,True
1d4l,1.75,2000,8.77,Ki=1.7nM,True
1x38,1.7,2005,8.77,Ki=1.7nM,True
1zp8,2.02,2005,8.77,Ki=1.7nM,True
2wkz,1.7,2009,8.77,Ki=1.7nM,True
3b5r,1.8,2008,8.77,Ki=1.7nM,True
3qdd,1.79,2012,8.77,Ki=1.7nM,True
4e4l,2,2012,8.77,Ki=1.7nM,True
4m0f,2.3,2013,8.77,Ki=1.7nM,True
5wal,2.45,2017,8.77,Ki=0.0017uM,True
1fkn,1.9,2000,8.8,Ki=1.6nM,True
1w5w,1.8,2004,8.8,Ki=1.6nM,True
3d1z,1.3,2008,8.8,Ki=1.6nM,True
3oaf,1.7,2011,8.8,Ki=1.6nM,True
5cau,2.25,2015,8.8,Ki=1.6nM,True
5e2p,2.11,2015,8.8,Ki=1.6nM,True
1m0b,2.45,2004,8.82,Ki=1.53nM,True
2zcq,2.38,2008,8.82,Ki=1.5nM,True
2zxg,1.55,2009,8.82,Ki=1.5nM,True
3fvk,1.5,2010,8.82,Ki=1.5nM,True
3nu4,1.2,2010,8.82,Ki=1.5nM,True
4i5c,2.1,2013,8.82,Ki=1.5nM,True
4ks1,2.2,2013,8.82,Ki=1.5nM,True
4x6n,2.1,2015,8.82,Ki=1.5nM,True
5kby,2.24,2016,8.82,Ki=1.5nM,True
3mxd,1.95,2010,8.83,Ki=1.47nM,True
1d4i,1.81,2002,8.85,Ki=1.40nM,True
2avo,1.1,2006,8.85,Ki=1.40nM,True
3b67,1.9,2008,8.85,Ki=1.4nM,True
3E+093,2,2008,8.85,Ki=1.4nM,True
4gj3,2.5,2013,8.85,Ki=1.4nM,True
5cas,2.1,2015,8.85,Ki=1.4nM,True
5mlj,1.8,2017,8.85,Ki=1.4nM,True
5uoo,1.69,2017,8.85,Ki=1.4nM,True
6ayt,1.85,2018,8.85,Ki=1.4nM,True
2xej,1.78,2010,8.87,Ki=1.34nM,True
1n3i,1.9,2003,8.89,Ki=1.3nM,True
1nfy,2.1,2003,8.89,Ki=1.3nM,True
1nt1,2,2003,8.89,Ki=1.3nM,True
2idw,1.1,2006,8.89,Ki=1.3nM,True
2y7x,1.9,2011,8.89,Ki=1.3nM,True
3zze,1.87,2011,8.89,Ki=1.3nM,True
3egt,2,2009,8.9,Ki=1.26nM,True
5m23,1.97,2017,8.9,Ki=1.25nM,True
4bak,1.94,2013,8.91,Ki=1.22nM,True
1ec1,2.1,2002,8.92,Ki=1.20nM,True
1r1h,1.95,2004,8.92,Ki=1.2nM,True
3k37,2,2010,8.92,Ki=1.2nM,True
4e6d,2.22,2012,8.92,Ki=1.2nM,True
4heg,1.46,2013,8.92,Ki=1.20nM,True
5hcy,2.46,2016,8.92,Ki=1.2nM,True
5ljt,1,2017,8.92,Ki=1.2nM,True
5n24,1.5,2017,8.92,Ki=1.2nM,True
5sz1,1.55,2016,8.92,Ki=1.2nM,True
6oe0,1.3,2019,8.92,Ki=1.2nM,True
4bam,1.88,2013,8.94,Ki=1.14nM,True
1j37,2.4,2003,8.96,Ki=1.1nM,True
1nfw,2.1,2003,8.96,Ki=1.1nM,True
2p4j,2.5,2007,8.96,Ki=1.1nM,True
3dcc,1.6,2009,8.96,Ki=1.1nM,True
3v5p,2.1,2012,8.96,Ki=1.1nM,True
4ag8,1.95,2012,8.96,Ki=1.1nM,True
4k18,2.05,2013,8.96,Ki=1.1nM,True
5een,1.86,2016,8.96,Ki=1.1nM,True
5wqc,1.96,2017,8.96,Ki=1.1nM,True
6hzb,1.9,2019,8.98,Ki=1.05nM,True
5vp9,1.86,2017,8.99,Ki=1.03nM,True
1apv,1.8,1994,9,Ki=1nM,True
1fm9,2.1,2001,9,Ki=1nM,True
1k27,1.95,2003,9,Ki=1.0nM,True
1mq5,2.1,2003,9,Ki=1nM,True
1mu8,2,2004,9,Ki=1.0nM,True
2j4i,1.8,2006,9,Ki=1nM,True
2p4y,2.25,2008,9,Ki=1nM,True
2wyj,2.38,2010,9,Ki=1nM,True
3dd0,1.48,2009,9,Ki=1nM,True
3u6h,2,2012,9,Ki=1.0nM,True
3u6i,2.1,2012,9,Ki=1nM,True
3ui7,2.28,2011,9,Ki=1nM,True
3uri,2.1,2012,9,Ki=1nM,True
4c2v,1.49,2014,9,Ki=1nM,True
4h3f,1.7,2012,9,Ki=1nM,True
5ef7,1.9,2016,9,Ki=1nM,True
5ljq,1.05,2017,9,Ki=1nM,True
2q54,1.85,2007,9.01,Ki=0.98nM,True
4baq,1.89,2013,9.01,Ki=0.98nM,True
5e2s,1.5,2016,9.01,Ki=0.98nM,True
4jh0,2.35,2013,9.03,Ki=0.94nM,True
1ec3,1.8,2002,9.04,Ki=0.92nM,True
3m37,1.9,2010,9.04,Ki=0.91nM,True
3vfb,1.55,2012,9.04,Ki=0.92nM,True
1ebw,1.81,2002,9.05,Ki=0.90nM,True
1ezq,2.2,2000,9.05,Ki=0.9nM,True
3hb4,2.21,2009,9.05,Ki=0.9nM,True
3nu9,1.85,2010,9.05,Ki=0.9nM,True
4e4n,1.9,2012,9.05,Ki=0.9nM,True
4i72,2.05,2013,9.05,Ki=0.9nM,True
4uja,1.93,2016,9.05,Ki=0.9nM,True
5m7s,2.4,2017,9.05,Ki=0.9nM,True
2qd8,1.35,2008,9.07,Ki=0.85nM,True
3gba,1.35,2009,9.07,Ki=0.848nM,True
4cmo,1.83,2014,9.07,Ki=0.85nM,True
2rkf,1.8,2008,9.08,Ki=0.83nM,True
3a2o,0.88,2010,9.08,Ki=0.83nM,True
3ffg,1.54,2009,9.08,Ki=0.84nM,True
3sue,2.2,2012,9.08,Ki=0.84nM,True
2w8y,1.8,2009,9.09,Ki=0.82nM,True
4zls,1.53,2015,9.09,Ki=0.82nM,True
1h22,2.15,2002,9.1,Ki=0.8nM,True
2qd7,1.11,2008,9.1,Ki=0.80nM,True
3lea,2,2010,9.1,Ki=0.8nM,True
3lpk,1.93,2010,9.1,Ki=0.8nM,True
3mdz,2.32,2010,9.1,Ki=0.8nM,True
3vf7,1.3,2012,9.1,Ki=0.80nM,True
4az6,1.36,2013,9.1,Ki=0.8nM,True
4hws,1.7,2013,9.1,Ki=0.8nM,True
5eek,1.59,2016,9.1,Ki=0.8nM,True
5sz0,1.63,2016,9.1,Ki=0.8nM,True
6c2r,1.96,2019,9.1,Ki=0.8nM,True
1d9i,2.3,2000,9.11,Ki=0.78nM,True
1ta6,1.9,2004,9.13,Ki=0.74nM,True
2wb5,2.31,2009,9.13,Ki=0.74nM,True
3su3,1.3,2012,9.13,Ki=0.74nM,True
5l30,1.73,2016,9.14,Ki=0.72nM,True
2qmg,1.89,2008,9.15,Ki=0.7nM,True
3d91,2.2,2008,9.15,Ki=0.7nM,True
3ibu,1.41,2009,9.15,Ki=0.7nM,True
4clj,1.66,2014,9.15,Ki=0.70nM,True
4p6w,1.95,2014,9.15,Ki=0.7nM,True
5aml,1.36,2015,9.15,Ki=0.7nM,True
5kr0,1.8,2016,9.15,Ki=0.71nM,True
6c7q,1.51,2018,9.15,Ki=0.7nM,True
6odz,1.3,2019,9.15,Ki=0.7nM,True
8cpa,2,1994,9.15,Ki=710pM,True
1z71,1.8,2005,9.18,Ki=0.66nM,True
2xb7,2.5,2010,9.19,Ki=0.65nM,True
3ozg,1.99,2011,9.19,Ki=0.65nM,True
3vfa,1.43,2012,9.19,Ki=0.65nM,True
6ays,1.7,2018,9.19,Ki=0.65nM,True
5laq,2.4,2018,9.2,Ki=0.63nM,True
5upz,1.27,2017,9.2,Ki=0.63nM,True
1sqa,2,2004,9.21,Ki=0.62nM,True
1d4k,1.85,2000,9.22,Ki=0.6nM,True
1hpo,2.5,1997,9.22,Ki=0.6nM,True
1hps,2.3,1994,9.22,Ki=0.6nM,True
1hpv,1.9,1995,9.22,Ki=0.60nM,True
1x39,1.8,2005,9.22,Ki=0.6nM,True
1zvx,1.87,2006,9.22,Ki=0.6nM,True
3rwp,1.92,2011,9.22,Ki=0.6nM,True
4jia,1.85,2013,9.22,Ki=0.6nM,True
4s1g,2.1,2015,9.22,Ki=0.6nM,True
5eei,1.32,2016,9.22,Ki=0.6nM,True
6h33,1.58,2018,9.22,Ki=0.6nM,True
6n7b,1.81,2019,9.22,Ki=0.6nM,True
4dv8,1.63,2012,9.24,Ki=0.58nM,True
1sdt,1.3,2004,9.27,Ki=540pM,True
3b65,1.8,2008,9.27,Ki=0.54nM,True
3nzk,1.8,2011,9.27,Ki=0.54nM,True
3p8n,1.9,2011,9.28,Ki=0.53nM,True
4asd,2.03,2012,9.28,Ki=0.52nM,True
2ayr,1.9,2005,9.29,Ki=0.51nM,True
5kqy,1.65,2016,9.29,Ki=0.51nM,True
2yxj,2.2,2007,9.3,Ki=0.5nM,True
3fv1,1.5,2010,9.3,Ki=0.5nM,True
3nu6,1.16,2010,9.3,Ki=0.5nM,True
4crf,2.3,2015,9.3,Ki=0.5nM,True
4er2,2,1991,9.3,Ki=0.5nM,True
4qge,2,2014,9.3,Ki=0.5nM,True
6h2z,1.94,2018,9.3,Ki=0.5nM,True
6h34,1.55,2018,9.3,Ki=0.5nM,True
6hza,1.9,2019,9.3,Ki=0.504nM,True
6orr,2.25,2019,9.3,Ki=0.5nM,True
6udu,1.75,2019,9.3,Ki=0.5nM,True
2aqu,2,2006,9.32,Ki=0.48nM,True
5jfp,1.49,2016,9.32,Ki=0.48nM,True
3vf5,1.25,2012,9.34,Ki=0.46nM,True
6o0m,1.75,2019,9.34,Ki=0.46nM,True
6h36,1.85,2018,9.35,Ki=0.45nM,True
2p95,2.2,2007,9.37,Ki=0.43nM,True
3nuj,1.5,2010,9.39,Ki=0.41nM,True
4ca5,1.85,2013,9.39,Ki=0.41nM,True
1ebz,2.01,2002,9.4,Ki=0.40nM,True
1ksn,2.1,2002,9.4,Ki=0.4nM,True
1met,1.9,1998,9.4,Ki=0.4nM,True
1pme,2,1999,9.4,Ki=0.4nM,True
2o4r,1.98,2007,9.4,Ki=0.4nM,True
2w26,2.08,2008,9.4,Ki=0.4nM,True
4a4q,1.8,2012,9.4,Ki=0.4nM,True
6got,1.56,2018,9.4,Ki=0.4nM,True
1hsh,1.9,1996,9.42,Ki=0.38nM,True
3bgs,2.1,2008,9.42,Ki=380pM,True
3rbu,1.6,2012,9.43,Ki=370pM,True
4mc9,1.19,2014,9.44,Ki=0.36nM,True
1qbs,1.8,1997,9.47,Ki=0.34nM,True
4wko,1.9,2015,9.47,Ki=0.34nM,True
1xjd,2,2004,9.48,Ki=0.33nM,True
6e7j,1.3,2018,9.48,Ki=0.33nM,True
5kr1,1.6,2016,9.49,Ki=0.32nM,True
1hvr,1.8,1995,9.51,Ki=0.31nM,True
2p4s,2.2,2008,9.51,Ki=0.31nM,True
1m4h,2.1,2002,9.52,Ki=0.3nM,True
2ax9,1.65,2005,9.52,Ki=0.3nM,True
2g94,1.86,2006,9.52,Ki=0.3nM,True
2gvj,2.1,2006,9.52,Ki=0.3nM,True
2hoc,2.1,2006,9.52,Ki=0.3nM,True
3fv3,1.85,2009,9.52,Ki=0.3nM,True
3g0w,1.95,2009,9.52,Ki=0.3nM,True
3g5k,1.7,2009,9.52,Ki=0.3nM,True
4ivd,1.93,2013,9.52,Ki=0.3nM,True
4ty7,2.09,2014,9.52,Ki=0.3nM,True
6cjr,1.8,2019,9.52,Ki=0.30nM,True
2pog,1.84,2007,9.54,Ki=0.29nM,True
3ppm,1.78,2011,9.54,Ki=0.29nM,True
1dmp,2,1997,9.55,Ki=0.28nM,True
1ws1,2,2005,9.55,Ki=0.28nM,True
4gr0,1.5,2013,9.55,Ki=0.28nM,True
4wkp,1.58,2015,9.55,Ki=0.28nM,True
1i37,2,2001,9.57,Ki=0.27nM,True
1o86,2,2003,9.57,Ki=0.27nM,True
2z4o,1.6,2008,9.57,Ki=0.27nM,True
4ax9,1.9,2012,9.57,Ki=0.27nM,True
4gql,1.15,2013,9.59,Ki=0.26nM,True
4mc6,1.31,2014,9.59,Ki=0.26nM,True
5cjf,1.83,2015,9.59,Ki=0.26nM,True
2zx8,2.33,2009,9.64,Ki=231.4pM,True
3s54,1.42,2012,9.64,Ki=0.23nM,True
4b7r,1.9,2012,9.64,Ki=0.23nM,True
5dh5,2,2016,9.64,Ki=0.23nM,True
3pe1,1.6,2011,9.65,Ki=0.223nM,True
4zip,1.11,2015,9.68,Ki=0.21nM,True
6n78,1.83,2019,9.68,Ki=0.21nM,True
6n79,2.27,2019,9.68,Ki=0.21nM,True
1eby,2.29,2002,9.7,Ki=0.20nM,True
2vh6,1.95,2008,9.7,Ki=0.2nM,True
3sm2,1.75,2011,9.7,Ki=0.2nM,True
4cd0,2.23,2014,9.7,Ki=0.2nM,True
4fk6,2.2,2012,9.7,Ki=0.2nM,True
5dxt,2.25,2016,9.7,Ki=0.2nM,True
5sz4,1.6,2016,9.7,Ki=0.2nM,True
5sz7,1.78,2016,9.7,Ki=0.2nM,True
6cjs,1.9,2019,9.7,Ki=0.20nM,True
1z6e,1.8,2006,9.72,Ki=0.19nM,True
4wkn,2,2015,9.72,Ki=0.19nM,True
1nh0,1.03,2004,9.74,Ki=0.18nM,True
3dk1,1.07,2009,9.74,Ki=0.18nM,True
3p3g,1.65,2011,9.74,Ki=180pM,True
3pe2,1.9,2011,9.76,Ki=0.175nM,True
3ggu,1.8,2009,9.77,Ki=170pM,True
456c,2.4,1999,9.77,Ki=0.17nM,True
4x24,1.5,2015,9.78,Ki=166pM,True
3nuo,1.35,2010,9.8,Ki=0.16nM,True
6ixd,1,2019,9.8,Ki=0.16nM,True
1pvn,2,2003,9.82,Ki=0.15nM,True
3m36,2.15,2010,9.82,Ki=0.15nM,True
3nu3,1.02,2010,9.82,Ki=0.15nM,True
4eb8,2.3,2013,9.82,Ki=151pM,True
4zo5,2.5,2015,9.82,Ki=0.15nM,True
2xef,1.59,2010,9.84,Ki=0.145nM,True
6dh8,1.95,2018,9.84,Ki=146.2pM,True
2std,2.1,1999,9.85,Ki=0.14nM,True
6oqd,1.48,2019,9.85,Ki=0.14nM,True
6dh7,2,2018,9.88,Ki=131.3pM,True
1E+066,2.1,2001,9.89,Ki=0.13nM,True
1hxb,2.3,1997,9.92,Ki=0.12nM,True
1zsf,1.98,2006,9.92,Ki=0.12nM,True
2vnp,2.19,2008,9.92,Ki=0.12nM,True
6dh6,1.97,2018,9.93,Ki=117.2pM,True
1hvl,1.8,1994,9.95,Ki=112pM,True
1bv9,2,1998,9.96,Ki=0.11nM,True
1fjs,1.92,2000,9.96,Ki=0.11nM,True
2xmy,1.9,2010,9.96,Ki=0.11nM,True
4m8y,2.22,2014,9.96,Ki=0.11nM,True
6o0p,1.8,2019,9.96,Ki=0.11nM,True
1bxo,0.95,1998,10,Ki=0.10nM,True
1d4h,1.81,2002,10,Ki=0.10nM,True
1ec2,2,2002,10,Ki=0.10nM,True
1gar,1.96,1995,10,Ki=100pM,True
1rjk,1.99,2004,10,Ki=0.1nM,True
3h5b,1.29,2009,10,Ki=0.099nM,True
4ivc,2.35,2013,10,Ki=0.1nM,True
4twp,2.4,2015,10,Ki=100pM,True
6udi,1.94,2019,10,Ki=0.10nM,True
6udt,1.5,2019,10,Ki=0.1nM,True
3mxe,1.85,2010,10.01,Ki=0.097nM,True
1nm6,1.8,2003,10.05,Ki=0.09nM,True
4rfm,2.1,2015,10.05,Ki=90pM,True
1sdu,1.25,2004,10.07,Ki=86pM,True
2o4j,1.74,2007,10.1,Ki=0.08nM,True
2p16,2.3,2007,10.1,Ki=0.08nM,True
1y6r,2.2,2005,10.11,Ki=77pM,True
5v82,1.89,2017,10.15,Ki=0.07nM,True
4f3k,1.85,2013,10.16,Ki=69.0pM,True
3ps1,1.85,2011,10.17,Ki=67pM,True
3u8n,2.35,2011,10.17,Ki=0.067nM,True
4tmn,1.7,1989,10.17,Ki=0.068nM,True
6nzv,1.55,2019,10.17,Ki=0.067nM,True
5etj,2.3,2016,10.18,Ki=66pM,True
2qi3,1.95,2008,10.2,Ki=0.063nM,True
4m8x,2.05,2014,10.2,Ki=0.063nM,True
2qi7,1.85,2008,10.21,Ki=0.062nM,True
6ud2,1.7,2019,10.21,Ki=0.062nM,True
3t3c,2.1,2012,10.23,Ki=59pM,True
1qbu,1.8,1997,10.24,Ki=0.058nM,True
5b25,1.9,2016,10.24,Ki=0.058nM,True
6udv,1.35,2019,10.29,Ki=0.051nM,True
1bv7,2,1998,10.3,Ki=0.05nM,True
1c70,2.5,2000,10.3,Ki=0.05nM,True
1hvs,2.25,1995,10.3,Ki=50pM,True
5nea,1.3,2017,10.3,Ki=0.05nM,True
6oqb,1.6,2019,10.3,Ki=0.05nM,True
4djq,1.4,2012,10.32,Ki=0.048nM,True
4std,2.15,1999,10.33,Ki=47pM,True
3i6o,1.17,2009,10.35,Ki=45pM,True
4ngm,1.84,2014,10.35,Ki=0.0449nM,True
4q1y,1.5,2015,10.35,Ki=45pM,True
4lvt,2.05,2013,10.36,Ki=44pM,True
1c4u,2.1,2000,10.37,Ki=0.043nM,True
4ynb,2,2015,10.37,Ki=0.043nM,True
1kzk,1.09,2002,10.39,Ki=41pM,True
6oqc,1.8,2019,10.4,Ki=0.04nM,True
2qi4,1.8,2008,10.44,Ki=0.036nM,True
6eqx,1.99,2018,10.47,Ki=33.7pM,True
5ehq,2.5,2016,10.48,Ki=33pM,True
2zx7,2.48,2009,10.49,Ki=32.2pM,True
5std,1.95,1999,10.49,Ki=32pM,True
6dj1,1.26,2018,10.51,Ki=0.031nM,True
1b8n,2,1999,10.52,Ki=30pM,True
1n46,2.2,2003,10.52,Ki=0.03nM,True
2f81,1.25,2006,10.52,Ki=0.03nM,True
4yo8,2.1,2015,10.52,Ki=0.030nM,True
6ne5,1.85,2019,10.52,Ki=0.03nM,True
6no9,1.71,2019,10.52,Ki=0.03nM,True
1g2o,1.75,2001,10.55,Ki=28pM,True
4djp,1.4,2012,10.55,Ki=0.028nM,True
6b4n,1.3,2017,10.55,Ki=27.9pM,True
1qbr,1.8,1997,10.57,Ki=0.027nM,True
2qi6,1.85,2008,10.57,Ki=0.027nM,True
6dh1,1.97,2018,10.58,Ki=26.1pM,True
3djk,1,2008,10.59,Ki=26pM,True
2zx6,2.42,2009,10.6,Ki=25.1pM,True
5uov,1.33,2017,10.6,Ki=0.025nM,True
1qbt,2.1,1997,10.62,Ki=0.024nM,True
2xei,1.69,2010,10.62,Ki=0.024nM,True
4lch,1.6,2013,10.62,Ki=24pM,True
1b8o,1.5,1999,10.64,Ki=23pM,True
6eqw,1.99,2018,10.65,Ki=22.4pM,True
1dif,1.7,1996,10.66,Ki=22pM,True
3cs7,2.2,2008,10.68,Ki=21pM,True
2xeg,1.59,2010,10.7,Ki=0.020nM,True
3o9a,1.9,2011,10.7,Ki=20pM,True
4agc,2,2012,10.7,Ki=0.020nM,True
5nee,1.7,2017,10.7,Ki=0.02nM,True
3o9d,1.85,2011,10.72,Ki=19pM,True
6dif,1.2,2018,10.72,Ki=0.019nM,True
7std,1.8,1999,10.72,Ki=19pM,True
6o0k,1.62,2019,10.74,Ki=0.018nM,True
4gid,2,2012,10.77,Ki=0.017nM,True
4omc,2.3,2014,10.78,Ki=16.7pM,True
3gi4,1.85,2010,10.8,Ki=16pM,True
4hla,1.95,2013,10.8,Ki=16pM,True
5c1m,2.1,2015,10.8,Ki=16pM,True
1hxw,1.8,1998,10.82,Ki=15pM,True
3o99,1.95,2011,10.82,Ki=15pM,True
5wlo,1.27,2017,10.82,Ki=0.015nM,True
6h5x,1.8,2018,10.82,Ki=0.015nM,True
2qi5,1.85,2008,10.85,Ki=0.014nM,True
3i7e,1.7,2009,10.85,Ki=14pM,True
5ult,1.53,2017,10.85,Ki=0.014nM,True
6dh2,1.98,2018,10.89,Ki=12.8pM,True
4i8w,1.96,2013,10.9,Ki=12.7pM,True
1hvi,1.8,1994,10.92,Ki=12pM,True
3utu,1.55,2012,10.92,Ki=0.012nM,True
6cdl,1.25,2018,10.92,Ki=0.012nM,True
1hvk,1.8,1994,10.96,Ki=11pM,True
4ase,1.83,2012,11,Ki=0.01nM,True
4kb9,1.29,2013,11,Ki=0.01nM,True
1q84,2.45,2004,11.05,Ki=8900fM,True
4i8z,1.75,2013,11.05,Ki=8.9pM,True
5dgw,1.62,2015,11.05,Ki=0.009nM,True
1x1z,1.45,2005,11.06,Ki=8.8pM,True
5c2h,2.09,2015,11.09,Ki=8.2pM,True
1d4y,1.97,1999,11.1,Ki=0.008nM,True
3std,1.65,1999,11.11,Ki=7.7pM,True
1mq6,2.1,2003,11.15,Ki=7pM,True
4q1x,1.9,2015,11.15,Ki=7pM,True
2i4v,1.5,2007,11.2,Ki=6.3pM,True
3gi5,1.8,2010,11.22,Ki=6pM,True
3gi6,1.84,2010,11.22,Ki=6pM,True
5dwr,2,2015,11.22,Ki=6pM,True
3ok9,1.27,2010,11.23,Ki=5.9pM,True
4u8w,1.3,2014,11.24,Ki=5.8pM,True
1hpx,2,1996,11.26,Ki=5.5pM,True
4ryd,2.15,2015,11.26,Ki=5.5pM,True
1pro,1.8,1996,11.3,Ki=5pM,True
2q5k,1.95,2007,11.3,Ki=5pM,True
2xpk,2.4,2011,11.3,Ki=0.005nM,True
3o9e,1.5,2011,11.3,Ki=5pM,True
3st5,1.45,2011,11.3,Ki=5pM,True
4f2w,2,2013,11.3,Ki=5.0pM,True
4gbd,1.98,2013,11.32,Ki=0.0048nM,True
2j62,2.26,2007,11.34,Ki=4.6pM,True
2hb3,1.35,2006,11.35,Ki=4.5pM,True
5dgu,1.22,2015,11.35,Ki=0.0045nM,True
1hvj,2,1994,11.4,Ki=4pM,True
2i0a,1.8,2006,11.4,Ki=4pM,True
1lyb,2.5,1994,11.42,Ki=3.8pM,True
5drr,1.59,2016,11.46,Ki=3.5pM,True
4djo,1.78,2012,11.52,Ki=3pM,True
4djr,1.55,2012,11.52,Ki=0.003nM,True
6cpa,2,1991,11.52,Ki=3pM,True
3qaa,1.4,2011,11.54,Ki=2.9pM,True
2i4u,1.5,2007,11.57,Ki=2.7pM,True
4wkb,1.37,2015,11.57,Ki=2.7pM,True
2i4w,1.55,2007,11.59,Ki=2.6pM,True
2i4d,1.5,2007,11.68,Ki=2.1pM,True
1y6q,2.2,2005,11.7,Ki=2pM,True
4q1w,1.85,2015,11.7,Ki=2pM,True
6cdj,1.13,2018,11.7,Ki=0.002nM,True
2i4x,1.55,2007,11.72,Ki=1.9pM,True
4dfg,1.23,2012,11.74,Ki=1.8pM,True
3o9i,1.45,2011,11.82,Ki=1.5pM,True
4f3c,1.93,2013,11.82,Ki=1.5pM,True
5bry,1.34,2015,11.82,Ki=0.0015nM,True
1sl3,1.81,2004,11.85,Ki=1.4pM,True
1ctu,2.3,1995,11.92,Ki=1.2pM,True
6e9a,1.22,2018,11.92,Ki=0.0012nM,True
