PDB_ID,Resolution,Year,pKi_or_pKd,Measurement,Is_Ki
1syh,1.80,2005,6.41,Ki=393nM,True
2qnp,1.41,2008,6.41,Ki=0.39uM,True
2xxw,2.30,2011,6.41,Ki=390nM,True
2xxx,2.10,2011,6.41,Ki=390nM,True
3k5x,1.40,2010,6.41,Ki=390nM,True
3r17,1.70,2011,6.41,Ki=390nM,True
1o5a,1.68,2004,6.42,Ki=0.38uM,True
1thl,1.70,1994,6.42,Ki=0.38uM,True
1w0y,2.50,2005,6.42,Ki=0.38uM,True
4ufh,2.16,2015,6.42,Ki=380nM,True
6eiq,2.30,2018,6.42,Ki=383nM,True
1fh9,1.72,2000,6.43,Ki=0.37uM,True
1n7j,2.70,2003,6.43,Ki=0.37uM,True
1nax,2.70,2003,6.43,Ki=0.37uM,True
2b07,2.10,2005,6.43,Ki=0.37uM,True
2bzz,0.98,2006,6.43,Ki=0.37uM,True
2fqo,1.87,2006,6.43,Ki=0.37uM,True
2ivu,2.50,2006,6.43,Ki=375nM,True
4nh9,2.77,2014,6.43,Ki=375nM,True
6eeo,1.72,2018,6.43,Ki=0.37uM,True
1jqe,1.91,2002,6.44,Ki=0.36uM,True
2jh5,2.50,2007,6.44,Ki=367nM,True
2pvm,2.00,2008,6.44,Ki=0.36uM,True
2y59,2.50,2011,6.44,Ki=0.36uM,True
3pfp,2.35,2011,6.44,Ki=360nM,True
3s9y,1.70,2012,6.44,Ki=0.36uM,True
4da5,2.40,2013,6.44,Ki=0.36uM,True
4ea1,2.46,2012,6.44,Ki=0.36uM,True
4ea2,2.05,2012,6.44,Ki=0.36uM,True
4os6,1.75,2014,6.44,Ki=0.36uM,True
5fdo,2.80,2016,6.44,Ki=361nM,True
5ny1,1.10,2018,6.44,Ki=366.7nM,True
5w44,2.10,2018,6.44,Ki=0.36uM,True
5wef,2.00,2017,6.44,Ki=0.36uM,True
3qw5,1.60,2012,6.45,Ki=358nM,True
4kwo,1.32,2014,6.45,Ki=353nM,True
1m2r,1.70,2003,6.46,Ki=0.35uM,True
1q4w,1.93,2004,6.46,Ki=0.35uM,True
1r5y,1.20,2004,6.46,Ki=0.35uM,True
1ro6,2.00,2004,6.46,Ki=350nM,True
1w2k,3.00,2005,6.46,Ki=0.35uM,True
2xd9,1.95,2010,6.46,Ki=0.35uM,True
3pd8,2.48,2010,6.46,Ki=348nM,True
5efj,1.73,2016,6.46,Ki=350nM,True
5fl0,1.95,2016,6.46,Ki=350nM,True
5iwg,1.66,2016,6.46,Ki=0.346uM,True
1j01,2.00,2002,6.47,Ki=0.34uM,True
3cm2,2.50,2008,6.47,Ki=340nM,True
3tfp,2.00,2012,6.47,Ki=0.34uM,True
4fea,3.79,2012,6.47,Ki=0.34uM,True
4mhy,1.38,2014,6.47,Ki=0.342uM,True
5cgv,2.17,2016,6.47,Ki=0.34uM,True
5he5,1.55,2016,6.47,Ki=336nM,True
6b4l,2.25,2017,6.47,Ki=0.34uM,True
1f4g,1.75,2000,6.48,Ki=330nM,True
1gpn,2.35,2002,6.48,Ki=0.334uM,True
2f89,2.60,2006,6.48,Ki=331nM,True
2oz5,2.00,2007,6.48,Ki=0.33uM,True
3gsm,2.40,2009,6.48,Ki=0.33uM,True
3ieo,2.00,2010,6.48,Ki=331nM,True
5mfs,1.57,2017,6.48,Ki=330nM,True
1fsw,1.90,2001,6.49,Ki=0.32uM,True
1s4d,2.70,2004,6.49,Ki=0.32uM,True
2qf6,3.10,2008,6.49,Ki=0.32uM,True
3bft,2.27,2008,6.49,Ki=323nM,True
4hw3,2.40,2013,6.49,Ki=0.32uM,True
5oq7,2.10,2017,6.49,Ki=0.322uM,True
5tuo,2.50,2017,6.49,Ki=323nM,True
6fky,2.98,2018,6.49,Ki=320nM,True
6ftw,2.16,2019,6.49,Ki=0.32uM,True
6q54,1.40,2019,6.49,Ki=0.32uM,True
2g72,2.00,2007,6.50,Ki=315nM,True
4kzu,2.10,2013,6.50,Ki=313nM,True
4oc0,1.85,2014,6.50,Ki=318nM,True
5tt8,2.40,2017,6.50,Ki=315nM,True
6o5t,2.10,2019,6.50,Ki=0.316uM,True
6rfw,2.18,2019,6.50,Ki=316nM,True
2usn,2.20,1998,6.51,Ki=0.31uM,True
3hf8,1.85,2010,6.51,Ki=0.31uM,True
3wmc,2.10,2014,6.51,Ki=0.31uM,True
4e3o,1.60,2012,6.51,Ki=310nM,True
4zbi,2.50,2015,6.51,Ki=0.31uM,True
5t8o,2.41,2017,6.51,Ki=0.31uM,True
6faf,1.99,2018,6.51,Ki=306.1nM,True
1alw,2.03,1998,6.52,Ki=0.3uM,True
1k9s,2.00,2001,6.52,Ki=0.30uM,True
1w1d,1.50,2004,6.52,Ki=0.30uM,True
2f9b,2.54,2006,6.52,Ki=0.3uM,True
2h4g,2.50,2006,6.52,Ki=0.3uM,True
2ima,1.94,2007,6.52,Ki=300nM,True
2nt7,2.10,2007,6.52,Ki=0.30uM,True
2o4h,2.70,2007,6.52,Ki=300nM,True
2oxy,1.81,2007,6.52,Ki=0.30uM,True
2v3e,2.00,2007,6.52,Ki=0.3uM,True
3dx3,1.42,2009,6.52,Ki=300nM,True
3hio,2.00,2009,6.52,Ki=300nM,True
3p4q,3.35,2010,6.52,Ki=0.3uM,True
4fiv,1.80,1999,6.52,Ki=300nM,True
4qme,1.60,2014,6.52,Ki=302nM,True
4r0i,1.90,2015,6.52,Ki=0.3uM,True
4uj1,1.77,2016,6.52,Ki=300nM,True
5est,2.09,1992,6.52,Ki=0.3uM,True
5wap,2.20,2018,6.52,Ki=0.3uM,True
5wfm,2.25,2018,6.52,Ki=0.3uM,True
3ama,1.75,2011,6.53,Ki=0.297uM,True
5a0e,1.25,2015,6.53,Ki=298nM,True
1o3l,1.40,2003,6.54,Ki=0.29uM,True
2zns,2.00,2009,6.54,Ki=290nM,True
3fuz,1.65,2010,6.54,Ki=290nM,True
3hii,2.15,2009,6.54,Ki=290nM,True
3sr4,2.50,2011,6.54,Ki=0.29uM,True
4btx,2.78,2013,6.54,Ki=0.29uM,True
4pv5,2.30,2015,6.54,Ki=0.29uM,True
5wdw,2.30,2018,6.54,Ki=0.29uM,True
6eeh,1.63,2018,6.54,Ki=0.29uM,True
1hp5,2.10,2001,6.55,Ki=280nM,True
1n4h,2.10,2003,6.55,Ki=0.28uM,True
2bok,1.64,2005,6.55,Ki=0.28uM,True
2i3v,2.40,2006,6.55,Ki=282nM,True
2xxr,1.60,2011,6.55,Ki=280nM,True
5sym,1.55,2016,6.55,Ki=280nM,True
6aqq,2.71,2018,6.55,Ki=0.28uM,True
6bu3,1.15,2018,6.55,Ki=0.28uM,True
6e5t,1.55,2019,6.55,Ki=285nM,True
6ea2,1.35,2018,6.55,Ki=285nM,True
6f3b,1.40,2018,6.56,Ki=273.3nM,True
6k05,1.94,2019,6.56,Ki=275nM,True
1gzv,3.51,2002,6.57,Ki=0.27uM,True
2pwc,1.78,2008,6.57,Ki=0.27uM,True
2r9b,2.80,2007,6.57,Ki=271nM,True
3lc5,2.62,2010,6.57,Ki=0.27uM,True
3qox,2.30,2011,6.57,Ki=0.27uM,True
3rbm,2.61,2012,6.57,Ki=270nM,True
3tfn,2.07,2012,6.57,Ki=0.27uM,True
4fs4,1.74,2012,6.57,Ki=270nM,True
5er2,1.80,1991,6.57,Ki=0.27uM,True
5lpr,2.13,1993,6.57,Ki=270nM,True
6ecz,2.21,2018,6.57,Ki=0.27uM,True
3pb9,1.12,2011,6.58,Ki=0.262uM,True
4cd4,1.20,2014,6.58,Ki=263nM,True
5em5,2.65,2015,6.58,Ki=0.262uM,True
1c2t,2.10,2000,6.59,Ki=260nM,True
1c3e,2.10,1999,6.59,Ki=260nM,True
1fiv,2.00,1995,6.59,Ki=260nM,True
1izi,2.15,2002,6.59,Ki=0.26uM,True
1n7i,2.80,2003,6.59,Ki=0.26uM,True
2e91,2.14,2007,6.59,Ki=0.26uM,True
2pvh,2.20,2008,6.59,Ki=0.26uM,True
2pwr,1.50,2008,6.59,Ki=0.26uM,True
3gs6,2.30,2009,6.59,Ki=0.26uM,True
3opr,1.65,2011,6.59,Ki=0.26uM,True
3t8v,1.80,2011,6.59,Ki=260nM,True
4xas,2.35,2015,6.59,Ki=260nM,True
5ew0,1.30,2016,6.59,Ki=0.26uM,True
5vja,2.46,2018,6.59,Ki=0.260uM,True
6ea1,1.82,2018,6.59,Ki=257nM,True
6fag,1.79,2018,6.59,Ki=255.1nM,True
1ad8,2.00,1997,6.60,Ki=0.25uM,True
1g7g,2.20,2001,6.60,Ki=0.25uM,True
1jzs,2.50,2001,6.60,Ki=0.25uM,True
1vot,2.50,1997,6.60,Ki=250nM,True
2f7p,1.28,2006,6.60,Ki=0.249uM,True
2j4g,2.25,2007,6.60,Ki=0.25uM,True
2wly,2.40,2010,6.60,Ki=0.25uM,True
2y77,1.50,2011,6.60,Ki=250nM,True
3dln,1.91,2008,6.60,Ki=249nM,True
3lxe,1.90,2010,6.60,Ki=250nM,True
3tu1,1.60,2011,6.60,Ki=0.25uM,True
4f08,2.82,2012,6.60,Ki=250nM,True
4oc1,1.75,2014,6.60,Ki=254nM,True
5l7e,1.86,2016,6.60,Ki=0.25uM,True
6eis,2.36,2018,6.60,Ki=252nM,True
6a8g,2.53,2019,6.61,Ki=246nM,True
6d19,1.45,2019,6.61,Ki=0.246uM,True
1afk,1.70,1998,6.62,Ki=240nM,True
2zb0,2.10,2008,6.62,Ki=0.24uM,True
3aav,1.70,2010,6.62,Ki=0.24uM,True
3ozp,2.00,2011,6.62,Ki=0.24uM,True
4er1,2.00,1991,6.62,Ki=0.242uM,True
4gfo,2.30,2013,6.62,Ki=0.24uM,True
5op2,1.90,2017,6.62,Ki=0.240uM,True
6eqv,1.90,2018,6.62,Ki=238nM,True
8lpr,2.25,1993,6.62,Ki=240nM,True
2x7t,1.89,2010,6.63,Ki=232nM,True
2yfe,2.00,2012,6.63,Ki=0.236uM,True
4k77,2.40,2013,6.63,Ki=235nM,True
4xip,1.70,2015,6.63,Ki=235nM,True
6b97,1.76,2017,6.63,Ki=0.237uM,True
6djc,1.46,2018,6.63,Ki=232.8nM,True
1lcp,1.65,1995,6.64,Ki=0.23uM,True
1sln,2.27,1996,6.64,Ki=0.23uM,True
2b1g,2.10,2006,6.64,Ki=0.23uM,True
2d3z,1.80,2006,6.64,Ki=0.23uM,True
2srt,NMR,1995,6.64,Ki=0.23uM,True
2wap,2.80,2009,6.64,Ki=0.23uM,True
2za0,1.70,2008,6.64,Ki=0.23uM,True
3fee,1.56,2009,6.64,Ki=230nM,True
4jit,2.80,2014,6.64,Ki=0.23uM,True
6jij,2.65,2019,6.64,Ki=0.23uM,True
6saf,2.05,2019,6.64,Ki=0.23uM,True
3mzc,1.50,2011,6.65,Ki=226nM,True
3zpr,2.70,2013,6.65,Ki=224nM,True
4yha,2.20,2015,6.65,Ki=225nM,True
1cps,2.25,1993,6.66,Ki=0.22uM,True
1elc,1.75,1994,6.66,Ki=0.22uM,True
1o3p,1.81,2003,6.66,Ki=0.22uM,True
1pxp,2.30,2004,6.66,Ki=0.22uM,True
1wur,1.82,2005,6.66,Ki=0.22uM,True
2xj7,2.00,2010,6.66,Ki=220nM,True
2yz3,2.30,2008,6.66,Ki=220nM,True
3pwd,2.20,2011,6.66,Ki=0.22uM,True
3zj6,2.40,2014,6.66,Ki=0.22uM,True
4ps1,1.73,2015,6.66,Ki=220nM,True
5nxi,1.16,2018,6.66,Ki=217.4nM,True
6aps,1.76,2018,6.66,Ki=0.22uM,True
6dar,1.88,2018,6.66,Ki=0.219uM,True
5cav,2.73,2015,6.67,Ki=216nM,True
5fho,2.30,2016,6.67,Ki=0.213uM,True
5op5,1.90,2017,6.67,Ki=0.216uM,True
6ee6,1.50,2018,6.67,Ki=216nM,True
6plf,1.70,2019,6.67,Ki=214nM,True
1bdr,2.80,1998,6.68,Ki=0.21uM,True
1c5x,1.75,2000,6.68,Ki=0.21uM,True
2ony,2.60,2007,6.68,Ki=210nM,True
2qbs,2.10,2008,6.68,Ki=0.21uM,True
2qp6,1.45,2008,6.68,Ki=208nM,True
3lpf,2.26,2010,6.68,Ki=208nM,True
3su1,1.40,2012,6.68,Ki=208nM,True
4acm,1.63,2012,6.68,Ki=210nM,True
4ca8,1.99,2013,6.68,Ki=210nM,True
4ew2,1.60,2013,6.68,Ki=0.21uM,True
5n8v,1.55,2017,6.68,Ki=0.207uM,True
5o4f,2.10,2017,6.68,Ki=208nM,True
5y0f,1.54,2018,6.68,Ki=0.21uM,True
2jew,1.40,2007,6.69,Ki=206nM,True
4mm6,3.10,2013,6.69,Ki=205nM,True
6ee4,1.58,2018,6.69,Ki=202nM,True
1dfo,2.40,1999,6.70,Ki=0.2uM,True
1eld,2.00,1995,6.70,Ki=0.20uM,True
1f3e,1.85,2000,6.70,Ki=0.2uM,True
1hp0,2.10,2001,6.70,Ki=0.2uM,True
1ke3,2.15,2002,6.70,Ki=0.20uM,True
1kf6,2.70,2002,6.70,Ki=0.2uM,True
1koj,1.90,2002,6.70,Ki=0.2uM,True
1nms,1.70,2003,6.70,Ki=0.2uM,True
1p10,2.25,1990,6.70,Ki=200nM,True
1rdt,2.40,2004,6.70,Ki=200nM,True
1rek,2.30,2004,6.70,Ki=200nM,True
2a5s,1.70,2005,6.70,Ki=0.2uM,True
2oxx,2.30,2007,6.70,Ki=0.20uM,True
3eko,1.55,2008,6.70,Ki=0.2uM,True
3t60,2.40,2012,6.70,Ki=0.2uM,True
3t64,1.65,2012,6.70,Ki=0.2uM,True
4apr,2.50,1991,6.70,Ki=200nM,True
4f09,2.40,2012,6.70,Ki=200nM,True
4fns,2.60,2012,6.70,Ki=0.2uM,True
4jz1,1.90,2014,6.70,Ki=0.2uM,True
4o2p,2.10,2015,6.70,Ki=0.20uM,True
4os2,1.79,2014,6.70,Ki=0.20uM,True
4qhc,1.90,2015,6.70,Ki=0.2uM,True
5d75,1.83,2016,6.70,Ki=200nM,True
5dhj,2.46,2015,6.70,Ki=0.2uM,True
5g5v,1.80,2018,6.70,Ki=199nM,True
5y0g,1.54,2018,6.70,Ki=0.20uM,True
6ebe,1.88,2018,6.70,Ki=0.20uM,True
6eda,1.88,2018,6.70,Ki=0.20uM,True
6rfn,2.29,2019,6.70,Ki=199.5nM,True
2f94,1.94,2006,6.71,Ki=195nM,True
4cd5,1.10,2014,6.71,Ki=194nM,True
5op4,2.00,2017,6.71,Ki=0.194uM,True
5tt3,2.20,2017,6.71,Ki=193nM,True
6ee2,2.10,2018,6.71,Ki=195nM,True
2xc0,2.05,2010,6.72,Ki=192nM,True
2zz6,1.66,2009,6.72,Ki=0.19uM,True
3gst,1.90,1993,6.72,Ki=0.19uM,True
3l4v,2.10,2010,6.72,Ki=0.19uM,True
3l4z,2.00,2010,6.72,Ki=0.19uM,True
4djv,1.73,2012,6.72,Ki=0.19uM,True
4i73,2.18,2013,6.72,Ki=190nM,True
4i74,1.68,2013,6.72,Ki=190nM,True
4raq,2.53,2015,6.72,Ki=0.19uM,True
5ng9,1.15,2017,6.72,Ki=191nM,True
5tqe,1.90,2017,6.72,Ki=190nM,True
5vb7,2.34,2017,6.72,Ki=0.19uM,True
6dge,1.91,2018,6.72,Ki=0.19uM,True
1wvj,1.75,2005,6.73,Ki=185nM,True
4a51,2.75,2012,6.73,Ki=185.8nM,True
4r5b,1.50,2014,6.73,Ki=185nM,True
1add,2.40,1994,6.74,Ki=0.18uM,True
1tmb,2.30,1994,6.74,Ki=0.18uM,True
2p3d,2.80,2007,6.74,Ki=180nM,True
2x91,1.98,2010,6.74,Ki=180nM,True
2zc9,1.58,2008,6.74,Ki=180nM,True
2zgx,1.80,2008,6.74,Ki=180nM,True
3anq,2.60,2010,6.74,Ki=0.18uM,True
3oim,1.45,2011,6.74,Ki=180nM,True
4ca6,1.91,2013,6.74,Ki=180nM,True
4ew3,1.70,2013,6.74,Ki=0.18uM,True
4hwr,1.90,2013,6.74,Ki=182nM,True
5uzk,2.30,2018,6.74,Ki=180nM,True
5yr5,1.60,2018,6.74,Ki=0.18uM,True
5za9,1.62,2018,6.74,Ki=183nM,True
3ikd,2.00,2009,6.75,Ki=0.179uM,True
4cwt,1.90,2014,6.75,Ki=0.179uM,True
2on6,2.50,2007,6.76,Ki=172nM,True
6f9v,1.69,2018,6.76,Ki=171.9nM,True
1bzh,2.10,1999,6.77,Ki=0.17uM,True
1o30,1.55,2003,6.77,Ki=0.17uM,True
1o3j,1.40,2003,6.77,Ki=0.17uM,True
1o3k,1.43,2003,6.77,Ki=0.17uM,True
1om1,1.68,2004,6.77,Ki=0.17uM,True
1ony,2.15,2003,6.77,Ki=0.17uM,True
1qb1,1.80,2000,6.77,Ki=170nM,True
2xb9,2.75,2010,6.77,Ki=0.17uM,True
3evf,1.45,2009,6.77,Ki=170nM,True
3fas,1.40,2008,6.77,Ki=171nM,True
3fvn,1.50,2010,6.77,Ki=169nM,True
3gjt,2.20,2009,6.77,Ki=170nM,True
3zcz,2.60,2013,6.77,Ki=0.17uM,True
4cwp,1.95,2014,6.77,Ki=0.170uM,True
4x48,1.89,2015,6.77,Ki=170nM,True
5ayt,1.40,2016,6.77,Ki=0.17uM,True
5mte,1.40,2017,6.78,Ki=167nM,True
5uzj,3.30,2018,6.78,Ki=165nM,True
5zaf,1.65,2018,6.78,Ki=166nM,True
6sbt,2.30,2019,6.78,Ki=0.166uM,True
3su0,1.16,2012,6.79,Ki=162nM,True
4wkv,2.14,2014,6.79,Ki=0.161uM,True
4xnv,2.20,2015,6.79,Ki=161nM,True
5uga,1.82,2017,6.79,Ki=161nM,True
5ugb,2.53,2017,6.79,Ki=161nM,True
6s4n,1.90,2019,6.79,Ki=162nM,True
1nq7,1.50,2003,6.80,Ki=0.16uM,True
2xhm,1.96,2010,6.80,Ki=0.16uM,True
3c88,1.60,2008,6.80,Ki=157nM,True
3d94,2.30,2008,6.80,Ki=157nM,True
3fx6,1.85,2009,6.80,Ki=0.16uM,True
3mbp,1.70,1997,6.80,Ki=0.16uM,True
3s2v,2.50,2011,6.80,Ki=157nM,True
3t03,2.10,2012,6.80,Ki=160nM,True
4er4,2.10,1991,6.80,Ki=160nM,True
5wae,1.80,2017,6.80,Ki=160nM,True
6ej4,2.88,2018,6.80,Ki=158nM,True
6eo9,1.84,2017,6.80,Ki=160nM,True
2uwp,1.75,2007,6.81,Ki=154nM,True
3bc3,2.20,2008,6.81,Ki=0.155uM,True
4m48,2.96,2013,6.81,Ki=156nM,True
5cnm,2.84,2015,6.81,Ki=156nM,True
5vo2,2.96,2017,6.81,Ki=0.154uM,True
5wlt,1.57,2018,6.81,Ki=155.5nM,True
5zae,1.73,2018,6.81,Ki=156nM,True
1fhd,1.90,2000,6.82,Ki=0.15uM,True
1fsy,1.75,2001,6.82,Ki=0.15uM,True
1hgt,2.20,1994,6.82,Ki=150nM,True
1nnu,2.50,2003,6.82,Ki=0.15uM,True
1o37,1.45,2003,6.82,Ki=0.15uM,True
1o38,1.38,2003,6.82,Ki=0.15uM,True
2b1i,2.02,2006,6.82,Ki=0.15uM,True
2d41,2.10,2006,6.82,Ki=0.15uM,True
2etk,2.96,2005,6.82,Ki=0.15uM,True
2etr,2.60,2005,6.82,Ki=0.15uM,True
2oxd,2.30,2007,6.82,Ki=0.15uM,True
2rfh,1.70,2008,6.82,Ki=0.15uM,True
2wk2,2.05,2010,6.82,Ki=0.15uM,True
2xyd,2.15,2011,6.82,Ki=150nM,True
2zq0,1.60,2008,6.82,Ki=0.15uM,True
3dx2,1.40,2009,6.82,Ki=150nM,True
4nue,1.30,2014,6.82,Ki=0.15uM,True
4qy3,1.50,2014,6.82,Ki=0.15uM,True
5nf5,2.85,2017,6.82,Ki=152nM,True
5w9g,2.10,2017,6.82,Ki=0.15uM,True
5wev,1.85,2017,6.82,Ki=0.15uM,True
5ylv,2.80,2018,6.82,Ki=150nM,True
6gvi,2.90,2019,6.82,Ki=150nM,True
2xnb,1.85,2010,6.83,Ki=149nM,True
6hb7,1.90,2019,6.83,Ki=149nM,True
1bhx,2.30,1998,6.84,Ki=0.145uM,True
1me4,1.20,2002,6.84,Ki=146nM,True
2y5g,1.29,2011,6.84,Ki=146nM,True
3ewj,1.80,2008,6.84,Ki=143nM,True
5cep,1.99,2015,6.84,Ki=0.145uM,True
5cnj,2.65,2015,6.84,Ki=144nM,True
5mae,1.00,2017,6.84,Ki=146nM,True
1ele,2.00,1995,6.85,Ki=0.14uM,True
1g30,2.00,2001,6.85,Ki=140nM,True
1sqc,2.85,1997,6.85,Ki=0.14uM,True
1tvo,2.50,2005,6.85,Ki=0.14uM,True
1xk9,2.10,2005,6.85,Ki=140nM,True
3n76,1.90,2011,6.85,Ki=0.14uM,True
3pn4,1.90,2011,6.85,Ki=140nM,True
5div,1.65,2016,6.85,Ki=0.14uM,True
5f1v,2.20,2016,6.85,Ki=140nM,True
6iam,1.51,2019,6.85,Ki=140nM,True
6iiv,3.00,2018,6.85,Ki=140nM,True
3aid,2.50,1997,6.86,Ki=137nM,True
6ee3,1.82,2018,6.86,Ki=137nM,True
1cgl,2.40,1995,6.87,Ki=0.135uM,True
2zcr,1.92,2008,6.87,Ki=135nM,True
4mhz,1.95,2014,6.87,Ki=0.134uM,True
4re4,2.29,2015,6.87,Ki=135nM,True
5nih,1.30,2017,6.87,Ki=134nM,True
1xka,2.30,1999,6.88,Ki=131nM,True
2c6n,3.00,2006,6.88,Ki=131.5nM,True
3oe5,1.52,2011,6.88,Ki=132nM,True
4bco,2.05,2013,6.88,Ki=0.131uM,True
4n4s,2.20,2014,6.88,Ki=133nM,True
1fh8,1.95,2000,6.89,Ki=0.13uM,True
1sb1,1.90,2004,6.89,Ki=0.128uM,True
1uz1,2.00,2004,6.89,Ki=130nM,True
2e92,2.31,2007,6.89,Ki=0.13uM,True
2gvz,3.27,2006,6.89,Ki=130nM,True
2iu0,2.53,2007,6.89,Ki=0.13uM,True
2jnp,NMR,2007,6.89,Ki=130nM,True
2r3w,1.92,2008,6.89,Ki=0.128uM,True
2wks,2.95,2009,6.89,Ki=130nM,True
2yol,3.20,2013,6.89,Ki=0.13uM,True
3f0r,2.54,2008,6.89,Ki=130nM,True
3fvg,1.50,2010,6.89,Ki=128nM,True
3jya,2.10,2009,6.89,Ki=0.1301uM,True
3l4x,1.90,2010,6.89,Ki=0.13uM,True
3r4n,2.00,2011,6.89,Ki=0.13uM,True
4ks5,2.70,2013,6.89,Ki=130nM,True
4x8v,2.50,2015,6.89,Ki=130nM,True
4yik,1.48,2015,6.89,Ki=0.128uM,True
5h4j,1.80,2017,6.89,Ki=0.13uM,True
5j5r,1.60,2016,6.89,Ki=130nM,True
3a2c,2.90,2010,6.90,Ki=0.126uM,True
3gbb,2.10,2009,6.90,Ki=126nM,True
4vgc,2.10,1997,6.90,Ki=0.127uM,True
4bcm,2.45,2013,6.91,Ki=0.123uM,True
5can,2.80,2015,6.91,Ki=124nM,True
1a9m,2.30,1998,6.92,Ki=119nM,True
1m9n,1.93,2003,6.92,Ki=0.12uM,True
1o2j,1.65,2003,6.92,Ki=0.12uM,True
1o2k,1.63,2003,6.92,Ki=0.12uM,True
1ph0,2.20,2003,6.92,Ki=120nM,True
1pkx,1.90,2004,6.92,Ki=0.12uM,True
2d3u,2.00,2006,6.92,Ki=0.12uM,True
2o9j,2.65,2007,6.92,Ki=120nM,True
2oa0,3.40,2007,6.92,Ki=120nM,True
2uy0,1.76,2008,6.92,Ki=120nM,True
3bl0,1.90,2008,6.92,Ki=121nM,True
3lir,1.90,2010,6.92,Ki=119nM,True
4imz,1.70,2013,6.92,Ki=0.12uM,True
5d45,1.65,2016,6.92,Ki=0.12uM,True
6c9v,1.70,2019,6.92,Ki=120.2nM,True
3svj,1.55,2011,6.93,Ki=117nM,True
2z7h,2.08,2008,6.94,Ki=115nM,True
4f9w,2.00,2013,6.94,Ki=114nM,True
4rn4,1.53,2015,6.94,Ki=114nM,True
4xir,1.70,2015,6.94,Ki=115nM,True
1tcx,2.30,1996,6.95,Ki=112nM,True
4qir,1.70,2014,6.95,Ki=112nM,True
1ent,1.90,1994,6.96,Ki=110nM,True
1gj8,1.64,2002,6.96,Ki=0.11uM,True
1gvw,1.00,2002,6.96,Ki=110nM,True
1juj,3.00,2001,6.96,Ki=109nM,True
1mto,3.20,2002,6.96,Ki=0.11uM,True
1oyq,1.90,2003,6.96,Ki=110nM,True
1u0h,2.90,2004,6.96,Ki=110nM,True
1x8j,2.35,2005,6.96,Ki=0.11uM,True
2anl,3.30,2006,6.96,Ki=110nM,True
2e93,2.12,2007,6.96,Ki=0.11uM,True
2xwd,2.66,2011,6.96,Ki=0.11uM,True
3pn1,2.00,2011,6.96,Ki=110nM,True
5qcm,2.20,2017,6.96,Ki=110nM,True
5vtb,2.40,2017,6.96,Ki=110nM,True
6apv,1.99,2018,6.96,Ki=0.11uM,True
3t84,2.00,2011,6.97,Ki=106nM,True
4xar,2.26,2015,6.97,Ki=107nM,True
5zag,1.95,2018,6.97,Ki=108nM,True
6u26,1.53,2019,6.97,Ki=107nM,True
1my4,1.90,2003,6.98,Ki=105nM,True
2w54,3.30,2008,6.98,Ki=103.6nM,True
3t83,1.80,2011,6.98,Ki=105nM,True
4oc4,1.66,2014,6.98,Ki=105nM,True
6eif,2.22,2018,6.98,Ki=104nM,True
3slz,1.40,2011,6.99,Ki=102nM,True
4fai,1.65,2012,6.99,Ki=101.3nM,True
4fbe,1.88,2012,6.99,Ki=101.3nM,True
1ch8,2.50,1999,7.00,Ki=0.1uM,True
1fki,2.20,1994,7.00,Ki=100nM,True
1fpc,2.30,1995,7.00,Ki=0.1uM,True
1gj6,1.50,2002,7.00,Ki=0.10uM,True
1lf3,2.70,2002,7.00,Ki=100nM,True
1oth,1.85,1999,7.00,Ki=0.1uM,True
1zoh,1.81,2005,7.00,Ki=100nM,True
2gvd,2.90,2006,7.00,Ki=100nM,True
2zu5,1.65,2009,7.00,Ki=99nM,True
3dux,1.60,2009,7.00,Ki=100nM,True
3l4y,1.80,2010,7.00,Ki=0.10uM,True
3m2u,1.40,2010,7.00,Ki=0.1uM,True
3t82,2.00,2011,7.00,Ki=101nM,True
4b6o,2.00,2012,7.00,Ki=100nM,True
4oel,1.40,2015,7.00,Ki=0.1uM,True
4r3c,2.06,2015,7.00,Ki=101nM,True
4riv,1.63,2015,7.00,Ki=100nM,True
4yve,3.40,2015,7.00,Ki=100nM,True
4zz0,1.65,2016,7.00,Ki=99nM,True
5d47,1.70,2016,7.00,Ki=0.10uM,True
5edb,1.18,2016,7.00,Ki=0.1uM,True
5fl4,1.82,2015,7.00,Ki=101nM,True
5g22,2.32,2017,7.00,Ki=0.1uM,True
5g2b,1.83,2017,7.00,Ki=100nM,True
5l8c,2.01,2018,7.00,Ki=100nM,True
5mwy,1.75,2018,7.00,Ki=100nM,True
5sz6,1.15,2016,7.00,Ki=99nM,True
6eo8,1.94,2017,7.00,Ki=100nM,True
6hr2,1.76,2019,7.00,Ki=100nM,True
3eou,1.93,2009,7.01,Ki=97nM,True
1ypj,1.78,2006,7.02,Ki=95nM,True
2vwl,1.80,2009,7.02,Ki=95nM,True
3igp,1.65,2010,7.02,Ki=94.5nM,True
3n4b,1.60,2011,7.02,Ki=96nM,True
3pbb,1.95,2011,7.02,Ki=0.095uM,True
6p3u,2.55,2019,7.02,Ki=0.095uM,True
6p3v,2.50,2019,7.02,Ki=0.096uM,True
2vwm,1.96,2009,7.03,Ki=93nM,True
5hz9,2.30,2016,7.03,Ki=0.093uM,True
2aov,2.48,2005,7.04,Ki=91nM,True
3bgp,2.80,2007,7.04,Ki=0.091uM,True
3mtw,1.70,2010,7.04,Ki=92nM,True
4n6y,2.60,2013,7.04,Ki=92nM,True
